Country,Period,Total Exports Value ($US),Customs Import Value (Gen) ($US)
Namibia,Aug-15,"15,509,318","3,510,256"
Namibia,Sep-15,"7,421,407","22,513,141"
Namibia,Oct-15,"15,064,438","357,587"
Namibia,Nov-15,"4,362,932","7,268,711"
Namibia,Dec-15,"8,878,566","8,712,348"
Namibia,Jan-16,"14,438,220","5,290,393"
Namibia,Feb-16,"10,848,715","9,840,935"
Namibia,Mar-16,"11,054,244","1,976,260"
Namibia,Apr-16,"24,944,110","14,996,898"
Namibia,May-16,"32,489,840","13,103,227"
Namibia,Jun-16,"40,990,912","4,086,274"
Namibia,Jul-16,"3,603,296","8,849,007"
Namibia,Aug-16,"6,226,211","3,208,218"
Namibia,Sep-16,"4,279,455","3,768,639"
Namibia,Oct-16,"10,972,008","14,597,900"
Namibia,Nov-16,"44,402,553","5,191,141"
Namibia,Dec-16,"8,691,702","6,881,609"
Namibia,Jan-17,"6,012,921","14,268,039"
Namibia,Feb-17,"6,922,356","9,527,313"
Namibia,Mar-17,"14,992,642","4,792,361"
Namibia,Apr-17,"5,126,430","7,186,349"
Namibia,May-17,"7,004,094","5,990,419"
Namibia,Jun-17,"24,123,096","25,369,776"
Namibia,Jul-17,"12,562,230","2,587,878"
Namibia,Aug-17,"10,888,410","8,552,972"
Namibia,Sep-17,"6,650,642","7,458,005"
Namibia,Oct-17,"6,641,547","7,725,225"
Namibia,Nov-17,"7,650,433","16,582,596"
Namibia,Dec-17,"6,473,214","9,059,051"
Namibia,Jan-18,"37,639,418","6,034,731"
Namibia,Feb-18,"13,120,482","5,961,003"
Namibia,Mar-18,"42,046,297","20,300,964"
Namibia,Apr-18,"30,878,587","7,673,766"
Namibia,May-18,"5,398,034","9,095,593"
Namibia,Jun-18,"7,215,028","13,270,524"
Namibia,Jul-18,"15,886,836","7,146,232"
Namibia,Aug-18,"11,565,836","8,416,955"
Namibia,Sep-18,"18,239,189","11,338,002"
Namibia,Oct-18,"11,321,971","14,857,496"
Namibia,Nov-18,"4,289,908","7,269,852"
Namibia,Dec-18,"7,689,979","8,040,425"
Namibia,Jan-19,"16,754,055","2,393,978"
Namibia,Feb-19,"8,120,687","11,732,893"
Namibia,Mar-19,"9,746,161","13,726,809"
Namibia,Apr-19,"5,773,153","26,753,398"
Namibia,May-19,"11,972,089","7,760,523"
Namibia,Jun-19,"13,788,504","26,359,682"
Namibia,Jul-19,"44,442,997","7,703,181"
Namibia,Aug-19,"17,166,735","7,323,513"
Namibia,Sep-19,"16,894,497","11,034,397"
Namibia,Oct-19,"8,760,330","5,243,460"
Namibia,Nov-19,"24,878,898","11,968,439"
Namibia,Dec-19,"12,706,022","11,884,879"
Namibia,Jan-20,"7,842,118","4,597,483"
Namibia,Feb-20,"6,763,761","9,467,033"
Namibia,Mar-20,"8,935,049","8,731,299"
Namibia,Apr-20,"4,561,364","1,624,550"
Namibia,May-20,"4,780,394","2,794,861"
Namibia,Jun-20,"4,810,295","4,409,465"
Namibia,Jul-20,"6,878,478","3,100,969"
Namibia,Aug-20,"1,973,938","8,978,295"
Namibia,Sep-20,"3,630,406","6,673,233"
Namibia,Oct-20,"4,164,543","9,493,050"
Namibia,Nov-20,"1,737,956","15,206,757"
Namibia,Dec-20,"4,015,579","15,144,695"
Namibia,Jan-21,"5,487,359","5,081,382"
Namibia,Feb-21,"2,977,006","14,077,287"
Namibia,Mar-21,"11,421,371","9,480,051"
Namibia,Apr-21,"2,835,140","8,835,879"
Namibia,May-21,"5,978,336","9,909,977"
Namibia,Jun-21,"4,630,729","15,046,958"
Namibia,Jul-21,"14,769,913","10,552,780"
Namibia,Aug-21,"6,228,270","4,610,408"
Namibia,Sep-21,"7,607,905","25,981,937"
Namibia,Oct-21,"15,876,274","16,319,173"
Namibia,Nov-21,"11,281,034","16,393,368"
Namibia,Dec-21,"3,936,728","13,975,305"
Namibia,Jan-22,"13,418,437","5,775,513"
Namibia,Feb-22,"13,527,134","9,855,354"
Namibia,Mar-22,"7,484,424","11,866,336"
Namibia,Apr-22,"8,753,697","26,187,918"
Namibia,May-22,"10,204,189","79,903,128"
Namibia,Jun-22,"10,881,444","11,574,375"
Namibia,Jul-22,"86,343,449","18,334,641"
Namibia,Aug-22,"14,633,846","20,201,996"
Namibia,Sep-22,"32,440,687","11,225,552"
Namibia,Oct-22,"7,917,521","19,211,622"
Namibia,Nov-22,"13,931,533","22,852,003"
Namibia,Dec-22,"6,391,883","12,085,806"
Namibia,Jan-23,"12,145,884","8,820,571"
Namibia,Feb-23,"6,877,711","11,946,279"
Namibia,Mar-23,"5,497,876","14,433,729"
Namibia,Apr-23,"22,996,009","12,570,535"
Namibia,May-23,"11,755,143","14,851,584"
Namibia,Jun-23,"16,307,192","12,207,408"
Namibia,Jul-23,"16,525,401","5,116,383"
Namibia,Aug-23,"16,990,826","12,922,837"
Namibia,Sep-23,"10,868,141","8,264,154"
Namibia,Oct-23,"9,257,171","12,754,608"
Namibia,Nov-23,"35,203,385","10,184,169"
Namibia,Dec-23,"11,505,955","8,085,514"
Nauru,Jan-15,"7,639","9,483"
Nauru,Feb-15,"19,491","47,115"
Nauru,Mar-15,"434,112","12,241"
Nauru,Apr-15,,"47,513"
Nauru,May-15,,"161,981"
Nauru,Jun-15,"105,443","66,418"
Nauru,Jul-15,"610,382","30,262"
Nauru,Aug-15,,"16,979"
Nauru,Sep-15,"88,682",677
Nauru,Oct-15,"390,929","12,034"
Nauru,Nov-15,,"1,272"
Nauru,Dec-15,"76,972","114,895"
Nauru,Jan-16,"10,000","7,683"
Nauru,Feb-16,"159,684","57,463"
Nauru,Mar-16,,"32,760"
Nauru,Apr-16,"4,859","4,130"
Nauru,May-16,"86,756","35,563"
Nauru,Jun-16,"62,339","275,947"
Nauru,Jul-16,"6,342","13,970"
Nauru,Aug-16,"15,400","315,282"
Nauru,Sep-16,"53,887","84,567"
Nauru,Oct-16,,"32,076"
Nauru,Nov-16,"57,385","186,222"
Nauru,Dec-16,"38,159","29,347"
Nauru,Jan-17,,"13,659"
Nauru,Feb-17,"7,546","72,716"
Nauru,Mar-17,,"22,633"
Nauru,Apr-17,"15,969","63,542"
Nauru,May-17,"16,007","263,201"
Nauru,Jun-17,,"239,869"
Nauru,Jul-17,,"239,863"
Nauru,Aug-17,,"26,162"
Nauru,Sep-17,,"89,240"
Nauru,Oct-17,"41,096","341,973"
Nauru,Nov-17,"5,283","19,921"
Nauru,Dec-17,"113,026","146,837"
Nauru,Jan-18,"49,520","270,591"
Nauru,Feb-18,"3,489","14,335"
Nauru,Mar-18,"187,236","405,815"
Nauru,Apr-18,"6,847","70,466"
Nauru,May-18,"32,005","145,625"
Nauru,Jun-18,,"127,594"
Nauru,Jul-18,"231,436","246,099"
Nauru,Aug-18,,"46,980"
Nauru,Sep-18,"35,112","10,452"
Nauru,Oct-18,,"183,315"
Nauru,Nov-18,"137,200","467,717"
Nauru,Dec-18,"114,113","891,291"
Nauru,Jan-19,"507,527","1,054,701"
Nauru,Feb-19,"36,712","1,323,035"
Nauru,Mar-19,"96,433","53,156"
Nauru,Apr-19,"25,829","531,812"
Nauru,May-19,"19,507","196,801"
Nauru,Jun-19,"34,450","29,646"
Nauru,Jul-19,"152,233","99,801"
Nauru,Aug-19,"114,697","130,153"
Nauru,Sep-19,"63,729","48,729"
Nauru,Oct-19,,"23,021"
Nauru,Nov-19,"71,331","220,489"
Nauru,Dec-19,"109,811","351,630"
Nauru,Jan-20,"22,272","196,979"
Nauru,Feb-20,"16,686","57,504"
Nauru,Mar-20,"65,498","226,251"
Nauru,Apr-20,"25,791","3,756"
Nauru,May-20,"43,915","613,347"
Nauru,Jun-20,"32,964","199,043"
Nauru,Jul-20,"118,076","412,991"
Nauru,Aug-20,"41,720","993,149"
Nauru,Sep-20,"44,053","398,522"
Nauru,Oct-20,"114,522","190,394"
Nauru,Nov-20,"81,531","144,560"
Nauru,Dec-20,,"291,100"
Nauru,Jan-21,"127,330","312,836"
Nauru,Feb-21,"50,157","184,134"
Nauru,Mar-21,"194,832","51,110"
Nauru,Apr-21,"84,454","207,711"
Nauru,May-21,"10,190","404,680"
Nauru,Jun-21,"106,343","44,663"
Nauru,Jul-21,"47,210","110,626"
Nauru,Aug-21,"216,513","54,485"
Nauru,Sep-21,"115,865","409,175"
Nauru,Oct-21,"90,677","339,037"
Nauru,Nov-21,"260,222","42,981"
Nauru,Dec-21,"9,226","95,201"
Nauru,Jan-22,,"184,339"
Nauru,Feb-22,"111,943","58,619"
Nauru,Mar-22,"141,398","233,953"
Nauru,Apr-22,"10,648","341,835"
Nauru,May-22,"30,890","264,533"
Nauru,Jun-22,"59,941","350,528"
Nauru,Jul-22,"6,500","85,603"
Nauru,Aug-22,"30,753","234,943"
Nauru,Sep-22,"212,687","241,075"
Nauru,Oct-22,"181,496","73,145"
Nauru,Nov-22,"207,902","338,105"
Nauru,Dec-22,"27,340","121,331"
Nauru,Jan-23,"197,540","80,437"
Nauru,Feb-23,"23,767","12,933"
Nauru,Mar-23,"73,962","311,742"
Nauru,Apr-23,"66,997","3,220"
Nauru,May-23,"198,098","168,855"
Nauru,Jun-23,"78,584","67,292"
